"","Site1","Site2","estimator","relatedness","distance_metric","distance"
"426","BER","CIESN","F1Distance",0.0114393793807968,"SPDistance",345.2879877
"427","BER","CIESS","F1Distance",0.00782068854309441,"SPDistance",341.7266518
"428","BER","COR","F1Distance",0.00710005539050305,"SPDistance",373.449284
"429","BER","COUSO","F1Distance",0.00981540574383003,"SPDistance",352.4106857
"430","BER","ERI","F1Distance",0.0117668484474438,"SPDistance",50.5487865
"431","BER","ESPO","F1Distance",0.00602609631693846,"SPDistance",274.3198626
"432","BER","FIG","F1Distance",0.00684655658477648,"SPDistance",117.3794526
"433","BER","GROVE","F1Distance",0.00846098768669134,"SPDistance",370.2175858
"434","BER","ONS","F1Distance",0.00994798767863455,"SPDistance",363.0947991
"435","BER","SALV","F1Distance",0.00701892188554223,"SPDistance",366.4813486
"436","BER","SES","F1Distance",0.00670465298890612,"SPDistance",123.6144029
"437","BER","SIL","F1Distance",0.0210645619122497,"SPDistance",331.0426971
"438","BER","SIN","F1Distance",0.00971344332478443,"SPDistance",204.8338922
"439","BER","VP","F1Distance",0.0080441926574061,"SPDistance",288.5533481
"440","CIESN","CIESN","F1Distance",NA,"SPDistance",0
"441","CIESN","CIESS","F1Distance",0.00958092295887977,"SPDistance",3.584041834
"442","CIESN","COR","F1Distance",0.0151459779916352,"SPDistance",43.25984251
"443","CIESN","COUSO","F1Distance",0.0104684531748919,"SPDistance",7.168144374
"444","CIESN","ERI","F1Distance",0.00515645260184748,"SPDistance",388.099881
"445","CIESN","ESPO","F1Distance",0.0053484537740781,"SPDistance",79.01390842
"446","CIESN","FIG","F1Distance",0.00610706991438029,"SPDistance",229.338007
"447","CIESN","GROVE","F1Distance",0.00956053829767902,"SPDistance",25.08885954
"448","CIESN","ONS","F1Distance",0.00520697211555859,"SPDistance",17.92051274
"449","CIESN","SALV","F1Distance",0.00799338756337758,"SPDistance",28.80515423
"450","CIESN","SES","F1Distance",0.0108872557443668,"SPDistance",468.9023906
"451","CIESN","SIL","F1Distance",0.0128736237579637,"SPDistance",14.33604595
"452","CIESN","SIN","F1Distance",0.0109587933195843,"SPDistance",550.1218798
"453","CIESN","VP","F1Distance",0.00810516553086818,"SPDistance",64.67923659
"454","CIESS","CIESS","F1Distance",NA,"SPDistance",0
"455","CIESS","COR","F1Distance",0.00828812841557603,"SPDistance",46.84388434
"456","CIESS","COUSO","F1Distance",0.0059147788999316,"SPDistance",10.75218621
"457","CIESS","ERI","F1Distance",0.00988679169065148,"SPDistance",384.5357119
"458","CIESS","ESPO","F1Distance",0.00939749063783827,"SPDistance",75.42986659
"459","CIESS","FIG","F1Distance",0.00610706991438029,"SPDistance",225.7539651
"460","CIESS","GROVE","F1Distance",0.00802387000524172,"SPDistance",28.67290137
"461","CIESS","ONS","F1Distance",0.00838980316231042,"SPDistance",21.50455457
"462","CIESS","SALV","F1Distance",0.00533834662055515,"SPDistance",32.38919606
"463","CIESS","SES","F1Distance",0.0122584498274099,"SPDistance",465.3410548
"464","CIESS","SIL","F1Distance",0.00795274717521243,"SPDistance",10.75200412
"465","CIESS","SIN","F1Distance",0.0138800174387363,"SPDistance",546.560544
"466","CIESS","VP","F1Distance",0.00706962879413483,"SPDistance",61.09519476
"467","COR","COR","F1Distance",NA,"SPDistance",0
"468","COR","COUSO","F1Distance",0.0059552551102527,"SPDistance",36.09169814
"469","COR","ERI","F1Distance",0.00776990597506777,"SPDistance",416.2952876
"470","COR","ESPO","F1Distance",0.00547986526569805,"SPDistance",122.2737509
"471","COR","FIG","F1Distance",0.00924468128052965,"SPDistance",272.5978495
"472","COR","GROVE","F1Distance",0.00398582372016907,"SPDistance",18.17098297
"473","COR","ONS","F1Distance",0.00517665979795949,"SPDistance",25.33932977
"474","COR","SALV","F1Distance",0.00839997176480079,"SPDistance",14.46039884
"475","COR","SES","F1Distance",0.00472219431327238,"SPDistance",497.0636869
"476","COR","SIL","F1Distance",0.0109383529792353,"SPDistance",57.59588846
"477","COR","SIN","F1Distance",0.0181536801164768,"SPDistance",578.2831761
"478","COR","VP","F1Distance",0.00811532839356822,"SPDistance",107.9390791
"479","COUSO","COUSO","F1Distance",NA,"SPDistance",0
"480","COUSO","ERI","F1Distance",0.00401606425702811,"SPDistance",395.2282498
"481","COUSO","ESPO","F1Distance",0.00380441874705132,"SPDistance",86.1820528
"482","COUSO","FIG","F1Distance",0.00475247922674249,"SPDistance",236.5061513
"483","COUSO","GROVE","F1Distance",0.00661345036892383,"SPDistance",17.92071516
"484","COUSO","ONS","F1Distance",0.00260677762181672,"SPDistance",10.75236836
"485","COUSO","SALV","F1Distance",0.00402614484081165,"SPDistance",21.63700985
"486","COUSO","SES","F1Distance",0.00674519279170442,"SPDistance",476.0250886
"487","COUSO","SIL","F1Distance",0.00901046343850586,"SPDistance",21.50419033
"488","COUSO","SIN","F1Distance",0.0102030508132135,"SPDistance",557.2445778
"489","COUSO","VP","F1Distance",0.00685669408673064,"SPDistance",71.84738097
"490","ERI","ERI","F1Distance",NA,"SPDistance",0
"491","ERI","ESPO","F1Distance",0.0047928619515087,"SPDistance",317.0697597
"492","ERI","FIG","F1Distance",0.00955034627576877,"SPDistance",160.012996
"493","ERI","GROVE","F1Distance",0.00724207048680009,"SPDistance",413.0493519
"494","ERI","ONS","F1Distance",0.0080441926574061,"SPDistance",405.9208801
"495","ERI","SALV","F1Distance",0.0116747263419865,"SPDistance",409.3159594
"496","ERI","SES","F1Distance",0.0145589205093086,"SPDistance",81.06229812
"497","ERI","SIL","F1Distance",0.00914283407673522,"SPDistance",373.843266
"498","ERI","SIN","F1Distance",0.0116747263419865,"SPDistance",162.2817874
"499","ERI","VP","F1Distance",0.00624880507954397,"SPDistance",331.3144646
"500","ESPO","ESPO","F1Distance",NA,"SPDistance",0
"501","ESPO","FIG","F1Distance",0.00695808033511565,"SPDistance",157.8730176
"502","ESPO","GROVE","F1Distance",0.0109587933195843,"SPDistance",104.102768
"503","ESPO","ONS","F1Distance",0.00742472018778397,"SPDistance",96.93442116
"504","ESPO","SALV","F1Distance",0.00379434261508502,"SPDistance",107.8190626
"505","ESPO","SES","F1Distance",0.0130891113182316,"SPDistance",397.9342655
"506","ESPO","SIL","F1Distance",0.0104684531748919,"SPDistance",64.67786247
"507","ESPO","SIN","F1Distance",0.0158472165786266,"SPDistance",479.1537548
"508","ESPO","VP","F1Distance",0.0107952937371124,"SPDistance",14.33467183
"509","FIG","FIG","F1Distance",NA,"SPDistance",0
"510","FIG","GROVE","F1Distance",0.00808484042016976,"SPDistance",254.4268665
"511","FIG","ONS","F1Distance",0.00647161246817034,"SPDistance",247.2585197
"512","FIG","SALV","F1Distance",0.0053484537740781,"SPDistance",258.1431612
"513","FIG","SES","F1Distance",0.00879670728754741,"SPDistance",240.9938555
"514","FIG","SIL","F1Distance",0.0151150632924242,"SPDistance",215.001961
"515","FIG","SIN","F1Distance",0.0116644915880098,"SPDistance",322.2133447
"516","FIG","VP","F1Distance",0.00519686780655992,"SPDistance",172.1964231
"517","GROVE","GROVE","F1Distance",NA,"SPDistance",0
"518","GROVE","ONS","F1Distance",0.00711019799786493,"SPDistance",7.168346802
"519","GROVE","SALV","F1Distance",0.00956053829767902,"SPDistance",6.358447487
"520","GROVE","SES","F1Distance",0.0133149585554182,"SPDistance",493.8319887
"521","GROVE","SIL","F1Distance",0.00469191122542272,"SPDistance",39.42490549
"522","GROVE","SIN","F1Distance",0.0146103896103896,"SPDistance",575.0514779
"523","GROVE","VP","F1Distance",0.0103969849753968,"SPDistance",89.76809613
"524","ONS","ONS","F1Distance",NA,"SPDistance",0
"525","ONS","SALV","F1Distance",0.00960130844329574,"SPDistance",10.88464149
"526","ONS","SES","F1Distance",0.00497462439073413,"SPDistance",486.709202
"527","ONS","SIL","F1Distance",0.00843047880279134,"SPDistance",32.25655869
"528","ONS","SIN","F1Distance",0.0110405629473854,"SPDistance",567.9286912
"529","ONS","VP","F1Distance",0.00803403122889429,"SPDistance",82.59974933
"530","SALV","SALV","F1Distance",NA,"SPDistance",0
"531","SALV","SES","F1Distance",0.0109587933195843,"SPDistance",490.0957515
"532","SALV","SIL","F1Distance",0.00648174242119248,"SPDistance",43.14120018
"533","SALV","SIN","F1Distance",0.0103969849753968,"SPDistance",571.3152408
"534","SALV","VP","F1Distance",0.00410679679890753,"SPDistance",93.48439082
"535","SES","SES","F1Distance",NA,"SPDistance",0
"536","SES","SIL","F1Distance",0.0122584498274099,"SPDistance",454.6571
"537","SES","SIN","F1Distance",0.00521707662769775,"SPDistance",81.21948924
"538","SES","VP","F1Distance",0.00786131828260431,"SPDistance",412.167751
"539","SIL","SIL","F1Distance",NA,"SPDistance",0
"540","SIL","SIN","F1Distance",0.0135100894929409,"SPDistance",535.8765892
"541","SIL","VP","F1Distance",0.0134587319604346,"SPDistance",50.34319064
"542","SIN","SIN","F1Distance",NA,"SPDistance",0
"543","SIN","VP","F1Distance",0.00293861012767408,"SPDistance",493.3872402
"544","VP","VP","F1Distance",NA,"SPDistance",0
"545","AVE","AVE","rxy",0.00246491446421211,"GDistance",0
"546","AVE","BER","rxy",-0.0130785843405219,"GDistance",81.74353068
"547","AVE","CIESN","rxy",-0.00716124290615652,"GDistance",397.2391248
"548","AVE","CIESS","rxy",-0.00270097211745625,"GDistance",392.3358381
"549","AVE","COR","rxy",-0.00421956326111518,"GDistance",433.562228
"550","AVE","COUSO","rxy",-0.00434670632708317,"GDistance",405.3198647
"551","AVE","ERI","rxy",-0.00990861460810114,"GDistance",34.30031029
"552","AVE","ESPO","rxy",0.000943083900153917,"GDistance",324.9492243
"553","AVE","FIG","rxy",-0.00251989622659688,"GDistance",170.5312735
"554","AVE","GROVE","rxy",-0.00546609152049218,"GDistance",421.9367667
"555","AVE","ONS","rxy",-0.00478393509652873,"GDistance",414.058619
"556","AVE","SALV","rxy",0.00316736091458321,"GDistance",423.2132084
"557","AVE","SES","rxy",-0.00345514456493286,"GDistance",38.32325525
"558","AVE","SIL","rxy",-0.0064223555048589,"GDistance",383.2319299
"559","AVE","SIN","rxy",0.00524562253355483,"GDistance",102.6517798
"560","AVE","VP","rxy",-0.00501866761792819,"GDistance",337.9824234
"561","BER","BER","rxy",-0.0190673245324826,"GDistance",0
"562","BER","CIESN","rxy",-0.00490627971908044,"GDistance",318.9409033
"563","BER","CIESS","rxy",-0.00575775806966414,"GDistance",314.1086847
"564","BER","COR","rxy",-0.0107851370071933,"GDistance",354.1450352
"565","BER","COUSO","rxy",-0.0130063060330267,"GDistance",327.0972365
"566","BER","ERI","rxy",-0.0103592358985751,"GDistance",47.44323903
"567","BER","ESPO","rxy",-0.0105791975703109,"GDistance",248.320406
"568","BER","FIG","rxy",-0.00695436918532762,"GDistance",100.1133393
"569","BER","GROVE","rxy",-0.0115175170724467,"GDistance",343.2347581
"570","BER","ONS","rxy",-0.00915648859059754,"GDistance",335.5082713
"571","BER","SALV","rxy",-0.00431263183274683,"GDistance",344.1535596
"572","BER","SES","rxy",-0.00762273708210187,"GDistance",116.8770911
"573","BER","SIL","rxy",-0.0124710498397068,"GDistance",305.0685988
"574","BER","SIN","rxy",-0.00697562415350415,"GDistance",181.8308594
"575","BER","VP","rxy",-0.00806417404165931,"GDistance",260.6931177
"576","CIESN","CIESN","rxy",-0.00096150811479667,"GDistance",0
"577","CIESN","CIESS","rxy",0.00210665852896368,"GDistance",4.985325679
"578","CIESN","COR","rxy",-0.00470610579394264,"GDistance",40.74240222
"579","CIESN","COUSO","rxy",-0.00360762907130335,"GDistance",8.204216037
"580","CIESN","ERI","rxy",-0.00860353027280041,"GDistance",364.1927459
"581","CIESN","ESPO","rxy",-0.00386651269474758,"GDistance",74.37343618
"582","CIESN","FIG","rxy",0.00224711632630593,"GDistance",229.3738326
"583","CIESN","GROVE","rxy",-0.00614749813437924,"GDistance",25.35949674
"584","CIESN","ONS","rxy",0.000595063889394527,"GDistance",17.16978769
"585","CIESN","SALV","rxy",0.00276806384965753,"GDistance",28.56974773
"586","CIESN","SES","rxy",-0.000380272551320262,"GDistance",425.9222146
"587","CIESN","SIL","rxy",-0.00177601150033521,"GDistance",14.08824128
"588","CIESN","SIN","rxy",-0.000312747924583398,"GDistance",485.6028286
"589","CIESN","VP","rxy",-0.00383186700983834,"GDistance",60.23429133
"590","CIESS","CIESS","rxy",0.00459236237389417,"GDistance",0
"591","CIESS","COR","rxy",-0.000582386363353007,"GDistance",45.51244533
"592","CIESS","COUSO","rxy",0.00163495535488059,"GDistance",12.99362959
"593","CIESS","ERI","rxy",-0.00446198471668561,"GDistance",359.3129378
"594","CIESS","ESPO","rxy",0.00373176578995836,"GDistance",69.39113474
"595","CIESS","FIG","rxy",0.00487897915299581,"GDistance",224.4051934
"596","CIESS","GROVE","rxy",-0.00582746656229791,"GDistance",30.33839217
"597","CIESS","ONS","rxy",0.00126241356058206,"GDistance",22.15379696
"598","CIESS","SALV","rxy",0.0081920821919041,"GDistance",33.40796117
"599","CIESS","SES","rxy",0.00171038989956306,"GDistance",420.9723757
"600","CIESS","SIL","rxy",0.00105756453817269,"GDistance",9.124654661
"601","CIESS","SIN","rxy",0.00683130380875746,"GDistance",480.6270005
"602","CIESS","VP","rxy",0.00104263718628927,"GDistance",55.24951813
"603","COR","COR","rxy",-0.0018267753084491,"GDistance",0
"604","COR","COUSO","rxy",-0.00377198655653275,"GDistance",34.67753664
"605","COR","ERI","rxy",-0.00895945730604428,"GDistance",400.1178266
"606","COR","ESPO","rxy",0.00175161780354114,"GDistance",114.096358
"607","COR","FIG","rxy",-0.000630156962057114,"GDistance",267.4629412
"608","COR","GROVE","rxy",-0.000237382060020356,"GDistance",17.44513275
"609","COR","ONS","rxy",-0.00258276084400948,"GDistance",24.74980405
"610","COR","SALV","rxy",0.00353797323582997,"GDistance",12.28452595
"611","COR","SES","rxy",0.00126791371177876,"GDistance",463.2520623
"612","COR","SIL","rxy",-0.00297458516574221,"GDistance",54.04941585
"613","COR","SIN","rxy",0.00249911275997783,"GDistance",523.7446531
"614","COR","VP","rxy",-0.00249122237117736,"GDistance",99.68445021
"615","COUSO","COUSO","rxy",-0.00414164888686274,"GDistance",0
"616","COUSO","ERI","rxy",-0.00937228866119846,"GDistance",372.3052735
"617","COUSO","ESPO","rxy",0.000425544928171355,"GDistance",82.0218656
"618","COUSO","FIG","rxy",-0.000388443644120571,"GDistance",237.28008
"619","COUSO","GROVE","rxy",-0.00435790885543248,"GDistance",18.13982413
"620","COUSO","ONS","rxy",-0.00193093416917043,"GDistance",10.03499857
"621","COUSO","SALV","rxy",-5.28628570311149e-05,"GDistance",22.40410817
"622","COUSO","SES","rxy",-0.00102056942047308,"GDistance",433.9007433
"623","COUSO","SIL","rxy",-0.0015916865909316,"GDistance",22.08832565
"624","COUSO","SIN","rxy",-0.00153016211264825,"GDistance",493.4593354
"625","COUSO","VP","rxy",-0.00206668167571955,"GDistance",68.01962284
"626","ERI","ERI","rxy",-0.00892082893268988,"GDistance",0
"627","ERI","ESPO","rxy",-0.00230365253483691,"GDistance",292.4490534
"628","ERI","FIG","rxy",-0.00487087350816132,"GDistance",139.4743166
"629","ERI","GROVE","rxy",-0.00783369140596756,"GDistance",388.7528723
"630","ERI","ONS","rxy",-0.00746238109050384,"GDistance",380.9274392
"631","ERI","SALV","rxy",-0.00291235491336315,"GDistance",389.8977167
"632","ERI","SES","rxy",-0.00599258927548534,"GDistance",70.39929237
"633","ERI","SIL","rxy",-0.00843633368598175,"GDistance",350.2273367
"634","ERI","SIN","rxy",-0.0018921814029505,"GDistance",135.4989288
"635","ERI","VP","rxy",-0.00271123966390389,"GDistance",305.2603138
"636","ESPO","ESPO","rxy",0.00223485648689911,"GDistance",0
"637","ESPO","FIG","rxy",0.00228948683020506,"GDistance",155.7204786
"638","ESPO","GROVE","rxy",-0.00231422769860811,"GDistance",99.72839088
"639","ESPO","ONS","rxy",-0.000441280924925905,"GDistance",91.54282722
"640","ESPO","SALV","rxy",0.00905194904490318,"GDistance",102.3976683
"641","ESPO","SES","rxy",-0.000504778391905025,"GDistance",352.5904769
"642","ESPO","SIL","rxy",0.000527628987128217,"GDistance",60.38783048
"643","ESPO","SIN","rxy",0.00140028214727446,"GDistance",411.6256426
"644","ESPO","VP","rxy",0.000455771824128184,"GDistance",14.49805545
"645","FIG","FIG","rxy",9.43355129458339e-05,"GDistance",0
"646","FIG","GROVE","rxy",-0.000175112518788535,"GDistance",254.5207928
"647","FIG","ONS","rxy",0.000737103866757332,"GDistance",246.4521534
"648","FIG","SALV","rxy",0.00762744748328773,"GDistance",256.4446932
"649","FIG","SES","rxy",0.00234600021104175,"GDistance",196.9017478
"650","FIG","SIL","rxy",-0.00281121309301584,"GDistance",215.2858454
"651","FIG","SIN","rxy",0.00212510518148513,"GDistance",256.3117949
"652","FIG","VP","rxy",0.00162130670725692,"GDistance",169.3210043
"653","GROVE","GROVE","rxy",-0.00558521960292121,"GDistance",0
"654","GROVE","ONS","rxy",-0.00194679334438985,"GDistance",8.21274335
"655","GROVE","SALV","rxy",0.00367207932118083,"GDistance",6.449466445
"656","GROVE","SES","rxy",-0.000222684800484038,"GDistance",450.9190788
"657","GROVE","SIL","rxy",-0.00196528178968344,"GDistance",39.37042402
"658","GROVE","SIN","rxy",-0.00113596872410157,"GDistance",510.79756
"659","GROVE","VP","rxy",-1.39715419669634e-05,"GDistance",85.55029392
"660","ONS","ONS","rxy",0.00107804257596529,"GDistance",0
"661","ONS","SALV","rxy",0.00236586197175807,"GDistance",12.55122347
"662","ONS","SES","rxy",-0.00125834568886238,"GDistance",442.9192481
"663","ONS","SIL","rxy",-0.000934368638845013,"GDistance",31.21838339
"664","ONS","SIN","rxy",-0.00189240945932922,"GDistance",502.7091292
"665","ONS","VP","rxy",-0.00250012289294884,"GDistance",77.39319558
"666","SALV","SALV","rxy",0.00773065972307476,"GDistance",0
"667","SALV","SES","rxy",0.00725606331930167,"GDistance",452.5533642
"668","SALV","SIL","rxy",0.00607338950371163,"GDistance",42.11793553
"669","SALV","SIN","rxy",0.00748730530096492,"GDistance",512.7564579
"670","SALV","VP","rxy",0.00388615504653832,"GDistance",88.05680241
"671","SES","SES","rxy",0.00319477746197709,"GDistance",0
"672","SES","SIL","rxy",-4.54515314344146e-05,"GDistance",411.8477935
"673","SES","SIN","rxy",0.00729395810095997,"GDistance",65.10616453
"674","SES","VP","rxy",0.00128380532466969,"GDistance",366.0698521
"675","SIL","SIL","rxy",0.00358699436389277,"GDistance",0
"676","SIL","SIN","rxy",-0.00580704073673726,"GDistance",471.5159508
"677","SIL","VP","rxy",-0.000512864866494682,"GDistance",46.18009591
"678","SIN","SIN","rxy",-0.00251936651587195,"GDistance",0
"679","SIN","VP","rxy",0.00129891056042435,"GDistance",425.4449696
"680","VP","VP","rxy",-0.00384192614233517,"GDistance",0
"681","AVE","AVE","n",0,"GDistance",0
"682","AVE","BER","n",0,"GDistance",81.74353068
"683","AVE","CIESN","n",0,"GDistance",397.2391248
"684","AVE","CIESS","n",1,"GDistance",392.3358381
"685","AVE","COR","n",0,"GDistance",433.562228
"686","AVE","COUSO","n",0,"GDistance",405.3198647
"687","AVE","ERI","n",0,"GDistance",34.30031029
"688","AVE","ESPO","n",0,"GDistance",324.9492243
"689","AVE","FIG","n",1,"GDistance",170.5312735
"690","AVE","GROVE","n",0,"GDistance",421.9367667
"691","AVE","ONS","n",0,"GDistance",414.058619
"692","AVE","SALV","n",0,"GDistance",423.2132084
"693","AVE","SES","n",0,"GDistance",38.32325525
"694","AVE","SIL","n",0,"GDistance",383.2319299
"695","AVE","SIN","n",1,"GDistance",102.6517798
"696","AVE","VP","n",0,"GDistance",337.9824234
"697","BER","BER","n",0,"GDistance",0
"698","BER","CIESN","n",0,"GDistance",318.9409033
"699","BER","CIESS","n",0,"GDistance",314.1086847
"700","BER","COR","n",0,"GDistance",354.1450352
"701","BER","COUSO","n",0,"GDistance",327.0972365
"702","BER","ERI","n",0,"GDistance",47.44323903
"703","BER","ESPO","n",0,"GDistance",248.320406
"704","BER","FIG","n",1,"GDistance",100.1133393
"705","BER","GROVE","n",0,"GDistance",343.2347581
"706","BER","ONS","n",0,"GDistance",335.5082713
"707","BER","SALV","n",0,"GDistance",344.1535596
"708","BER","SES","n",0,"GDistance",116.8770911
"709","BER","SIL","n",0,"GDistance",305.0685988
"710","BER","SIN","n",0,"GDistance",181.8308594
"711","BER","VP","n",0,"GDistance",260.6931177
"712","CIESN","CIESN","n",0,"GDistance",0
"713","CIESN","CIESS","n",0,"GDistance",4.985325679
"714","CIESN","COR","n",0,"GDistance",40.74240222
"715","CIESN","COUSO","n",1,"GDistance",8.204216037
"716","CIESN","ERI","n",0,"GDistance",364.1927459
"717","CIESN","ESPO","n",0,"GDistance",74.37343618
"718","CIESN","FIG","n",0,"GDistance",229.3738326
"719","CIESN","GROVE","n",0,"GDistance",25.35949674
"720","CIESN","ONS","n",2,"GDistance",17.16978769
"721","CIESN","SALV","n",1,"GDistance",28.56974773
"722","CIESN","SES","n",1,"GDistance",425.9222146
"723","CIESN","SIL","n",0,"GDistance",14.08824128
"724","CIESN","SIN","n",0,"GDistance",485.6028286
"725","CIESN","VP","n",0,"GDistance",60.23429133
"726","CIESS","CIESS","n",0,"GDistance",0
"727","CIESS","COR","n",0,"GDistance",45.51244533
"728","CIESS","COUSO","n",1,"GDistance",12.99362959
"729","CIESS","ERI","n",1,"GDistance",359.3129378
"730","CIESS","ESPO","n",0,"GDistance",69.39113474
"731","CIESS","FIG","n",1,"GDistance",224.4051934
"732","CIESS","GROVE","n",0,"GDistance",30.33839217
"733","CIESS","ONS","n",1,"GDistance",22.15379696
"734","CIESS","SALV","n",1,"GDistance",33.40796117
"735","CIESS","SES","n",0,"GDistance",420.9723757
"736","CIESS","SIL","n",1,"GDistance",9.124654661
"737","CIESS","SIN","n",0,"GDistance",480.6270005
"738","CIESS","VP","n",0,"GDistance",55.24951813
"739","COR","COR","n",0,"GDistance",0
"740","COR","COUSO","n",0,"GDistance",34.67753664
"741","COR","ERI","n",0,"GDistance",400.1178266
"742","COR","ESPO","n",0,"GDistance",114.096358
"743","COR","FIG","n",0,"GDistance",267.4629412
"744","COR","GROVE","n",0,"GDistance",17.44513275
"745","COR","ONS","n",0,"GDistance",24.74980405
"746","COR","SALV","n",2,"GDistance",12.28452595
"747","COR","SES","n",0,"GDistance",463.2520623
"748","COR","SIL","n",0,"GDistance",54.04941585
"749","COR","SIN","n",0,"GDistance",523.7446531
"750","COR","VP","n",0,"GDistance",99.68445021
"751","COUSO","COUSO","n",0,"GDistance",0
"752","COUSO","ERI","n",1,"GDistance",372.3052735
"753","COUSO","ESPO","n",1,"GDistance",82.0218656
"754","COUSO","FIG","n",0,"GDistance",237.28008
"755","COUSO","GROVE","n",0,"GDistance",18.13982413
"756","COUSO","ONS","n",0,"GDistance",10.03499857
"757","COUSO","SALV","n",0,"GDistance",22.40410817
"758","COUSO","SES","n",0,"GDistance",433.9007433
"759","COUSO","SIL","n",0,"GDistance",22.08832565
"760","COUSO","SIN","n",0,"GDistance",493.4593354
"761","COUSO","VP","n",0,"GDistance",68.01962284
"762","ERI","ERI","n",0,"GDistance",0
"763","ERI","ESPO","n",0,"GDistance",292.4490534
"764","ERI","FIG","n",0,"GDistance",139.4743166
"765","ERI","GROVE","n",1,"GDistance",388.7528723
"766","ERI","ONS","n",0,"GDistance",380.9274392
"767","ERI","SALV","n",0,"GDistance",389.8977167
"768","ERI","SES","n",0,"GDistance",70.39929237
"769","ERI","SIL","n",0,"GDistance",350.2273367
"770","ERI","SIN","n",0,"GDistance",135.4989288
"771","ERI","VP","n",0,"GDistance",305.2603138
"772","ESPO","ESPO","n",1,"GDistance",0
"773","ESPO","FIG","n",0,"GDistance",155.7204786
"774","ESPO","GROVE","n",0,"GDistance",99.72839088
"775","ESPO","ONS","n",0,"GDistance",91.54282722
"776","ESPO","SALV","n",0,"GDistance",102.3976683
"777","ESPO","SES","n",0,"GDistance",352.5904769
"778","ESPO","SIL","n",1,"GDistance",60.38783048
"779","ESPO","SIN","n",0,"GDistance",411.6256426
"780","ESPO","VP","n",1,"GDistance",14.49805545
"781","FIG","FIG","n",0,"GDistance",0
"782","FIG","GROVE","n",0,"GDistance",254.5207928
"783","FIG","ONS","n",0,"GDistance",246.4521534
"784","FIG","SALV","n",0,"GDistance",256.4446932
"785","FIG","SES","n",0,"GDistance",196.9017478
"786","FIG","SIL","n",0,"GDistance",215.2858454
"787","FIG","SIN","n",0,"GDistance",256.3117949
"788","FIG","VP","n",0,"GDistance",169.3210043
"789","GROVE","GROVE","n",0,"GDistance",0
"790","GROVE","ONS","n",0,"GDistance",8.21274335
"791","GROVE","SALV","n",0,"GDistance",6.449466445
"792","GROVE","SES","n",0,"GDistance",450.9190788
"793","GROVE","SIL","n",0,"GDistance",39.37042402
"794","GROVE","SIN","n",0,"GDistance",510.79756
"795","GROVE","VP","n",0,"GDistance",85.55029392
"796","ONS","ONS","n",0,"GDistance",0
"797","ONS","SALV","n",0,"GDistance",12.55122347
"798","ONS","SES","n",0,"GDistance",442.9192481
"799","ONS","SIL","n",0,"GDistance",31.21838339
"800","ONS","SIN","n",0,"GDistance",502.7091292
"801","ONS","VP","n",0,"GDistance",77.39319558
"802","SALV","SALV","n",0,"GDistance",0
"803","SALV","SES","n",0,"GDistance",452.5533642
"804","SALV","SIL","n",0,"GDistance",42.11793553
"805","SALV","SIN","n",0,"GDistance",512.7564579
"806","SALV","VP","n",0,"GDistance",88.05680241
"807","SES","SES","n",1,"GDistance",0
"808","SES","SIL","n",0,"GDistance",411.8477935
"809","SES","SIN","n",0,"GDistance",65.10616453
"810","SES","VP","n",0,"GDistance",366.0698521
"811","SIL","SIL","n",0,"GDistance",0
"812","SIL","SIN","n",0,"GDistance",471.5159508
"813","SIL","VP","n",1,"GDistance",46.18009591
"814","SIN","SIN","n",0,"GDistance",0
"815","SIN","VP","n",0,"GDistance",425.4449696
"816","VP","VP","n",0,"GDistance",0
"817","AVE","AVE","NDistance",NA,"GDistance",0
"818","AVE","BER","NDistance",0.139,"GDistance",81.74353068
"819","AVE","CIESN","NDistance",0.127,"GDistance",397.2391248
"820","AVE","CIESS","NDistance",0.124,"GDistance",392.3358381
"821","AVE","COR","NDistance",0.11,"GDistance",433.562228
"822","AVE","COUSO","NDistance",0.108,"GDistance",405.3198647
"823","AVE","ERI","NDistance",0.125,"GDistance",34.30031029
"824","AVE","ESPO","NDistance",0.101,"GDistance",324.9492243
"825","AVE","FIG","NDistance",0.116,"GDistance",170.5312735
"826","AVE","GROVE","NDistance",0.112,"GDistance",421.9367667
"827","AVE","ONS","NDistance",0.108,"GDistance",414.058619
"828","AVE","SALV","NDistance",0.108,"GDistance",423.2132084
"829","AVE","SES","NDistance",0.124,"GDistance",38.32325525
"830","AVE","SIL","NDistance",0.14,"GDistance",383.2319299
"831","AVE","SIN","NDistance",0.131,"GDistance",102.6517798
"832","AVE","VP","NDistance",0.134,"GDistance",337.9824234
"833","BER","BER","NDistance",NA,"GDistance",0
"834","BER","CIESN","NDistance",0.126,"GDistance",318.9409033
"835","BER","CIESS","NDistance",0.133,"GDistance",314.1086847
"836","BER","COR","NDistance",0.132,"GDistance",354.1450352
"837","BER","COUSO","NDistance",0.141,"GDistance",327.0972365
"838","BER","ERI","NDistance",0.121,"GDistance",47.44323903
"839","BER","ESPO","NDistance",0.135,"GDistance",248.320406
"840","BER","FIG","NDistance",0.13,"GDistance",100.1133393
"841","BER","GROVE","NDistance",0.136,"GDistance",343.2347581
"842","BER","ONS","NDistance",0.129,"GDistance",335.5082713
"843","BER","SALV","NDistance",0.131,"GDistance",344.1535596
"844","BER","SES","NDistance",0.145,"GDistance",116.8770911
"845","BER","SIL","NDistance",0.165,"GDistance",305.0685988
