"","Site1","Site2","distance_metric","distance","n","upr","lwr","estimator","relatedness"
"132","SIL","SIN","SPDistance",535.8765892,0.070440679550706,0.146153459632302,-0.00527210053088985,"n",0.070440679550706
"133","SIL","VP","SPDistance",50.34319064,0.245748415300478,0.352631625449788,0.138865205151169,"n",0.245748415300478
"134","SIN","SIN","SPDistance",0,0.279742151916832,0.419846139716989,0.139638164116676,"n",0.279742151916832
"135","SIN","VP","SPDistance",493.3872402,0.0785801225565483,0.155484820626437,0.00167542448665924,"n",0.0785801225565483
"136","VP","VP","SPDistance",0,0.279742151916832,0.419846139716989,0.139638164116676,"n",0.279742151916832
"137","AVE","AVE","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"138","AVE","BER","GDistance",81.74353068,0.222896187821931,0.312858472773328,0.132933902870533,"n",0.222896187821931
"139","AVE","CIESN","GDistance",397.2391248,0.091940640592518,0.169762262745902,0.0141190184391343,"n",0.091940640592518
"140","AVE","CIESS","GDistance",392.3358381,0.0932147684012514,0.171030317175436,0.0153992196270672,"n",0.0932147684012514
"141","AVE","COR","GDistance",433.562228,0.0830288405616094,0.160567685668978,0.0054899954542411,"n",0.0830288405616094
"142","AVE","COUSO","GDistance",405.3198647,0.0898787347488107,0.16768699262194,0.0120704768756814,"n",0.0898787347488107
"143","AVE","ERI","GDistance",34.30031029,0.254645981266878,0.369533782667117,0.13975817986664,"n",0.254645981266878
"144","AVE","ESPO","GDistance",324.9492243,0.112623828284721,0.18926694067866,0.0359807158907822,"n",0.112623828284721
"145","AVE","FIG","GDistance",170.5312735,0.173727551051507,0.246163392699098,0.101291709403915,"n",0.173727551051507
"146","AVE","GROVE","GDistance",421.9367667,0.0857828816764136,0.16347379654382,0.00809196680900715,"n",0.0857828816764136
"147","AVE","ONS","GDistance",414.058619,0.0877009388940953,0.165462390839946,0.00993948694824486,"n",0.0877009388940953
"148","AVE","SALV","GDistance",423.2132084,0.0854760854608686,0.163153076684842,0.00779909423689502,"n",0.0854760854608686
"149","AVE","SES","GDistance",38.32325525,0.251786696859573,0.364064194601949,0.139509199117197,"n",0.251786696859573
"150","AVE","SIL","GDistance",383.2319299,0.0956274470647113,0.173403052732021,0.0178518413974017,"n",0.0956274470647113
"151","AVE","SIN","GDistance",102.6517798,0.210191470460507,0.293014579631293,0.127368361289721,"n",0.210191470460507
"152","AVE","VP","GDistance",337.9824234,0.10857818275435,0.185602076740209,0.0315542887684919,"n",0.10857818275435
"153","BER","BER","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"154","BER","CIESN","GDistance",318.9409033,0.11453930484754,0.190984367388757,0.0380942423063231,"n",0.11453930484754
"155","BER","CIESS","GDistance",314.1086847,0.116103445782282,0.192379565777063,0.0398273257875013,"n",0.116103445782282
"156","BER","COR","GDistance",354.1450352,0.103762407149986,0.181159331629833,0.026365482670138,"n",0.103762407149986
"157","BER","COUSO","GDistance",327.0972365,0.11194683461536,0.188657393555135,0.0352362756755848,"n",0.11194683461536
"158","BER","ERI","GDistance",47.44323903,0.245423048963119,0.352131505894876,0.138714592031363,"n",0.245423048963119
"159","BER","ESPO","GDistance",248.320406,0.139650427391791,0.213106624632369,0.0661942301512129,"n",0.139650427391791
"160","BER","FIG","GDistance",100.1133393,0.211694461367191,0.295268467818825,0.128120454915556,"n",0.211694461367191
"161","BER","GROVE","GDistance",343.2347581,0.106989183470709,0.184146667004113,0.0298316999373045,"n",0.106989183470709
"162","BER","ONS","GDistance",335.5082713,0.109334848387767,0.18629178725407,0.0323779095214643,"n",0.109334848387767
"163","BER","SALV","GDistance",344.1535596,0.106713616079428,0.183893259448973,0.0295339727098837,"n",0.106713616079428
"164","BER","SES","GDistance",116.8770911,0.201964093251005,0.281134903133848,0.122793283368163,"n",0.201964093251005
"165","BER","SIL","GDistance",305.0685988,0.119087216790533,0.195025766093137,0.0431486674879291,"n",0.119087216790533
"166","BER","SIN","GDistance",181.8308594,0.168303941982685,0.240376349289196,0.096231534676174,"n",0.168303941982685
"167","BER","VP","GDistance",260.6931177,0.134883770891728,0.208892877200522,0.0608746645829348,"n",0.134883770891728
"168","CIESN","CIESN","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"169","CIESN","CIESS","GDistance",4.985325679,0.276485493024868,0.413300156958872,0.139670829090865,"n",0.276485493024868
"170","CIESN","COR","GDistance",40.74240222,0.250082783414804,0.360836087466551,0.139329479363057,"n",0.250082783414804
"171","CIESN","COUSO","GDistance",8.204216037,0.273998673775989,0.408152059306275,0.139845288245702,"n",0.273998673775989
"172","CIESN","ERI","GDistance",364.1927459,0.100876890844792,0.17844775404016,0.023306027649425,"n",0.100876890844792
"173","CIESN","ESPO","GDistance",74.37343618,0.227555284669131,0.320571759172799,0.134538810165464,"n",0.227555284669131
"174","CIESN","FIG","GDistance",229.3738326,0.147278211516019,0.219970052438672,0.0745863705933667,"n",0.147278211516019
"175","CIESN","GROVE","GDistance",25.35949674,0.261117421230006,0.382147519560002,0.14008732290001,"n",0.261117421230006
"176","CIESN","ONS","GDistance",17.16978769,0.267189420952241,0.39426309384391,0.140115748060572,"n",0.267189420952241
"177","CIESN","SALV","GDistance",28.56974773,0.258775103630099,0.377545374519871,0.140004832740326,"n",0.258775103630099
"178","CIESN","SES","GDistance",425.9222146,0.0848285990485106,0.162473757704109,0.00718344039291272,"n",0.0848285990485106
"179","CIESN","SIL","GDistance",14.08824128,0.269510520203172,0.398962585683138,0.140058454723206,"n",0.269510520203172
"180","CIESN","SIN","GDistance",485.6028286,0.0717448106608043,0.147951868016461,-0.00446224669485246,"n",0.0717448106608043
"181","CIESN","VP","GDistance",60.23429133,0.236767894279094,0.336468069547663,0.137067719010526,"n",0.236767894279094
"182","CIESS","CIESS","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"183","CIESS","COR","GDistance",45.51244533,0.246756738496886,0.35460411444766,0.138909362546112,"n",0.246756738496886
"184","CIESS","COUSO","GDistance",12.99362959,0.270339853888174,0.400650583877484,0.140029123898864,"n",0.270339853888174
"185","CIESS","ERI","GDistance",359.3129378,0.102268118718389,0.179760146258319,0.0247760911784589,"n",0.102268118718389
"186","CIESS","ESPO","GDistance",69.39113474,0.230759955141687,0.326006460591249,0.135513449692124,"n",0.230759955141687
"187","CIESS","FIG","GDistance",224.4051934,0.149346609327645,0.221867099545658,0.0768261191096313,"n",0.149346609327645
"188","CIESS","GROVE","GDistance",30.33839217,0.257493624260454,0.375044966508216,0.139942282012691,"n",0.257493624260454
"189","CIESS","ONS","GDistance",22.15379696,0.263477574564729,0.386825495081335,0.140129654048123,"n",0.263477574564729
"190","CIESS","SALV","GDistance",33.40796117,0.255284600199179,0.370764256304705,0.139804944093652,"n",0.255284600199179
"191","CIESS","SES","GDistance",420.9723757,0.0860154057229709,0.163716381550226,0.00831442989571568,"n",0.0860154057229709
"192","CIESS","SIL","GDistance",9.124654661,0.273291691454503,0.406695741068351,0.139887641840655,"n",0.273291691454503
"193","CIESS","SIN","GDistance",480.6270005,0.0727538738437501,0.149131085134847,-0.00362333744734689,"n",0.0727538738437501
"194","CIESS","VP","GDistance",55.24951813,0.240103972141806,0.342425112105829,0.137782832177782,"n",0.240103972141806
"195","COR","COR","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"196","COR","COUSO","GDistance",34.67753664,0.254376495954787,0.369015506058424,0.13973748585115,"n",0.254376495954787
"197","COR","ERI","GDistance",400.1178266,0.0912007339191941,0.169020918441987,0.0133805493964014,"n",0.0912007339191941
"198","COR","ESPO","GDistance",114.096358,0.20354663658284,0.283359422807943,0.123733850357737,"n",0.20354663658284
"199","COR","FIG","GDistance",267.4629412,0.132344883367822,0.206662368192195,0.0580273985434497,"n",0.132344883367822
"200","COR","GROVE","GDistance",17.44513275,0.266982999472254,0.393846944875836,0.140119054068671,"n",0.266982999472254
"201","COR","ONS","GDistance",24.74980405,0.261564665367722,0.383030872140786,0.140098458594657,"n",0.261564665367722
"202","COR","SALV","GDistance",12.28452595,0.270878468611272,0.401749330124678,0.140007607097865,"n",0.270878468611272
"203","COR","SES","GDistance",463.2520623,0.076389998588617,0.153293166370479,-0.000513169193244747,"n",0.076389998588617
"204","COR","SIL","GDistance",54.04941585,0.240914140801241,0.343887217000407,0.137941064602075,"n",0.240914140801241
"205","COR","SIN","GDistance",523.7446531,0.064460680508093,0.139099781126029,-0.0101784201098433,"n",0.064460680508093
"206","COR","VP","GDistance",99.68445021,0.211949462486559,0.295653407095362,0.128245517877755,"n",0.211949462486559
"207","COUSO","COUSO","GDistance",0,0.280381629713977,0.421443728661662,0.139319530766292,"n",0.280381629713977
"208","COUSO","ERI","GDistance",372.3052735,0.0986057778086723,0.176283948762259,0.0209276068550859,"n",0.0986057778086723
"209","COUSO","ESPO","GDistance",82.0218656,0.222722116649363,0.31257470013753,0.132869533161197,"n",0.222722116649363
"210","COUSO","FIG","GDistance",237.28008,0.144045811986715,0.217038827312951,0.0710527966604787,"n",0.144045811986715
