"","Site1","Site2","SPDistance","scale","estimator","relatedness"
"410","COR","SALV",14.46039884,"broad","lynchli",0.00799912093004993
"411","COR","SES",497.0636869,"broad","lynchli",0.00554752292353143
"412","COR","SIL",57.59588846,"broad","lynchli",-0.000800983777817576
"413","COR","SIN",578.2831761,"broad","lynchli",0.00322206229797999
"414","COR","VP",107.9390791,"broad","lynchli",-0.00105661806242876
"415","COUSO","COUSO",0,"broad","lynchli",-0.00588334821882793
"416","COUSO","ERI",395.2282498,"broad","lynchli",-0.00949671409400818
"417","COUSO","ESPO",86.1820528,"broad","lynchli",0.00121086412640124
"418","COUSO","FIG",236.5061513,"broad","lynchli",0.00347433887030223
"419","COUSO","GROVE",17.92071516,"broad","lynchli",-0.00806354887948706
"420","COUSO","ONS",10.75236836,"broad","lynchli",-0.00241888445283627
"421","COUSO","SALV",21.63700985,"broad","lynchli",0.00138012899579751
"422","COUSO","SES",476.0250886,"broad","lynchli",-0.000166967373234438
"423","COUSO","SIL",21.50419033,"broad","lynchli",-0.0030409794071129
"424","COUSO","SIN",557.2445778,"broad","lynchli",-0.00421123100673656
"425","COUSO","VP",71.84738097,"broad","lynchli",-0.00414749617795523
"426","ERI","ERI",0,"broad","lynchli",-0.00741391324163563
"427","ERI","ESPO",317.0697597,"broad","lynchli",0.00032463930591717
"428","ERI","FIG",160.012996,"broad","lynchli",0.000383464572578399
"429","ERI","GROVE",413.0493519,"broad","lynchli",-0.00989779576348331
"430","ERI","ONS",405.9208801,"broad","lynchli",-0.00658817137953022
"431","ERI","SALV",409.3159594,"broad","lynchli",0.000305694331864102
"432","ERI","SES",81.06229812,"broad","lynchli",-0.00307348487041916
"433","ERI","SIL",373.843266,"broad","lynchli",-0.00778823935225766
"434","ERI","SIN",162.2817874,"broad","lynchli",-0.00318976515889984
"435","ERI","VP",331.3144646,"broad","lynchli",-0.00261508095834843
"436","ESPO","ESPO",0,"broad","lynchli",0.00692259276228309
"437","ESPO","FIG",157.8730176,"broad","lynchli",0.00876230572660536
"438","ESPO","GROVE",104.102768,"broad","lynchli",-0.00339369860055519
"439","ESPO","ONS",96.93442116,"broad","lynchli",0.00161314266275135
"440","ESPO","SALV",107.8190626,"broad","lynchli",0.0126383964697436
"441","ESPO","SES",397.9342655,"broad","lynchli",0.00308129277844282
"442","ESPO","SIL",64.67786247,"broad","lynchli",0.00198422285544576
"443","ESPO","SIN",479.1537548,"broad","lynchli",0.00163561809754841
"444","ESPO","VP",14.33467183,"broad","lynchli",0.00178696140823901
"445","FIG","FIG",0,"broad","lynchli",0.00980232727997518
"446","FIG","GROVE",254.4268665,"broad","lynchli",0.00138185969286744
"447","FIG","ONS",247.2585197,"broad","lynchli",0.00567658376074263
"448","FIG","SALV",258.1431612,"broad","lynchli",0.0139597397510193
"449","FIG","SES",240.9938555,"broad","lynchli",0.00898385645128326
"450","FIG","SIL",215.001961,"broad","lynchli",0.00123265881465084
"451","FIG","SIN",322.2133447,"broad","lynchli",0.00555652793707503
"452","FIG","VP",172.1964231,"broad","lynchli",0.00514620538427189
"453","GROVE","GROVE",0,"broad","lynchli",-0.0107676392980827
"454","GROVE","ONS",7.168346802,"broad","lynchli",-0.00462847811381905
"455","GROVE","SALV",6.358447487,"broad","lynchli",0.00365645080578769
"456","GROVE","SES",493.8319887,"broad","lynchli",-0.000869146381470275
"457","GROVE","SIL",39.42490549,"broad","lynchli",-0.00498234098054086
"458","GROVE","SIN",575.0514779,"broad","lynchli",-0.00600240908015704
"459","GROVE","VP",89.76809613,"broad","lynchli",-0.00385176934429653
"460","ONS","ONS",0,"broad","lynchli",0.000722405900025056
"461","ONS","SALV",10.88464149,"broad","lynchli",0.00486761381166616
"462","ONS","SES",486.709202,"broad","lynchli",0.00118987866493645
"463","ONS","SIL",32.25655869,"broad","lynchli",-0.00134473047912515
"464","ONS","SIN",567.9286912,"broad","lynchli",-0.00283941945736447
"465","ONS","VP",82.59974933,"broad","lynchli",-0.00334853990698619
"466","SALV","SALV",0,"broad","lynchli",0.0130981363385128
"467","SALV","SES",490.0957515,"broad","lynchli",0.0117136100903031
"468","SALV","SIL",43.14120018,"broad","lynchli",0.00807407912423481
"469","SALV","SIN",571.3152408,"broad","lynchli",0.00843803134745428
"470","SALV","VP",93.48439082,"broad","lynchli",0.00552757739670635
"471","SES","SES",0,"broad","lynchli",0.00771129585168929
"472","SES","SIL",454.6571,"broad","lynchli",0.00185179610824854
"473","SES","SIN",81.21948924,"broad","lynchli",0.00752714513521438
"474","SES","VP",412.167751,"broad","lynchli",0.00212713585916405
"475","SIL","SIL",0,"broad","lynchli",0.00320063373732764
"476","SIL","SIN",535.8765892,"broad","lynchli",-0.00817548677782358
"477","SIL","VP",50.34319064,"broad","lynchli",-0.00193637839242986
"478","SIN","SIN",0,"broad","lynchli",-0.00560746857603924
"479","SIN","VP",493.3872402,"broad","lynchli",-0.00131806717554173
"480","VP","VP",0,"broad","lynchli",-0.00558327701013862
"481","CIESN","CIESN",0,"local","lynchli",-0.00379169191979429
"482","CIESN","CIESS",3.584041834,"local","lynchli",0.0023078511202458
"483","CIESN","COR",43.25984251,"local","lynchli",-0.00401278485522635
"484","CIESN","COUSO",7.168144374,"local","lynchli",-0.0055881618636911
"485","CIESN","GROVE",25.08885954,"local","lynchli",-0.0102292262446519
"486","CIESN","ONS",17.92051274,"local","lynchli",-0.000834652765693995
"487","CIESN","SALV",28.80515423,"local","lynchli",0.00374877627167426
"488","CIESN","SIL",14.33604595,"local","lynchli",-0.00356898632226685
"489","CIESS","CIESS",0,"local","lynchli",0.00787767664507227
"490","CIESS","COR",46.84388434,"local","lynchli",0.00353992621007413
"491","CIESS","COUSO",10.75218621,"local","lynchli",0.00225231278159867
"492","CIESS","GROVE",28.67290137,"local","lynchli",-0.00731085866063741
"493","CIESS","ONS",21.50455457,"local","lynchli",0.00315620132311642
"494","CIESS","SALV",32.38919606,"local","lynchli",0.011920270035549
"495","CIESS","SIL",10.75200412,"local","lynchli",0.0021478346561738
"496","COR","COR",0,"local","lynchli",0.00350567921906111
"497","COR","COUSO",36.09169814,"local","lynchli",-0.00213014996971941
"498","COR","GROVE",18.17098297,"local","lynchli",-0.000853208047030488
"499","COR","ONS",25.33932977,"local","lynchli",0.000171569304660356
"500","COR","SALV",14.46039884,"local","lynchli",0.00799912093004993
"501","COR","SIL",57.59588846,"local","lynchli",-0.000800983777817576
"502","COUSO","COUSO",0,"local","lynchli",-0.00588334821882793
"503","COUSO","GROVE",17.92071516,"local","lynchli",-0.00806354887948706
"504","COUSO","ONS",10.75236836,"local","lynchli",-0.00241888445283627
"505","COUSO","SALV",21.63700985,"local","lynchli",0.00138012899579751
"506","COUSO","SIL",21.50419033,"local","lynchli",-0.0030409794071129
"507","GROVE","GROVE",0,"local","lynchli",-0.0107676392980827
"508","GROVE","ONS",7.168346802,"local","lynchli",-0.00462847811381905
"509","GROVE","SALV",6.358447487,"local","lynchli",0.00365645080578769
"510","GROVE","SIL",39.42490549,"local","lynchli",-0.00498234098054086
"511","ONS","ONS",0,"local","lynchli",0.000722405900025056
"512","ONS","SALV",10.88464149,"local","lynchli",0.00486761381166616
"513","ONS","SIL",32.25655869,"local","lynchli",-0.00134473047912515
"514","SALV","SALV",0,"local","lynchli",0.0130981363385128
"515","SALV","SIL",43.14120018,"local","lynchli",0.00807407912423481
"516","SIL","SIL",0,"local","lynchli",0.00320063373732764
"517","AVE","AVE",0,"broad","lxy",0.0024660508486116
"518","AVE","BER",86.87749059,"broad","lxy",-0.00186231673476779
"519","AVE","CIESN",432.1654782,"broad","lxy",-0.00303171796896057
"520","AVE","CIESS",428.6041424,"broad","lxy",-0.00226886322907485
"521","AVE","COR",460.3267746,"broad","lxy",-0.00289808691598456
"522","AVE","COUSO",439.2881763,"broad","lxy",-0.000930747368398973
"523","AVE","ERI",44.3253858,"broad","lxy",-0.00206229113358951
"524","AVE","ESPO",361.1973532,"broad","lxy",-0.000731897026330128
"525","AVE","FIG",204.2569431,"broad","lxy",-0.00399838100137706
"526","AVE","GROVE",457.0950764,"broad","lxy",-0.00283588662471558
"527","AVE","ONS",449.9722897,"broad","lxy",-0.00337130911252752
"528","AVE","SALV",453.3588392,"broad","lxy",-0.00225328560740514
"529","AVE","SES",36.73691232,"broad","lxy",-0.00210222226089392
"530","AVE","SIL",417.9201876,"broad","lxy",-0.00259440272294198
"531","AVE","SIN",117.9564016,"broad","lxy",0.00104666251846566
"532","AVE","VP",375.4308387,"broad","lxy",-0.00195510473712409
"533","BER","BER",0,"broad","lxy",-0.00299560856315127
"534","BER","CIESN",345.2879877,"broad","lxy",-0.00119927488010602
"535","BER","CIESS",341.7266518,"broad","lxy",-0.000707180546614907
"536","BER","COR",373.449284,"broad","lxy",-0.000920366777158693
"537","BER","COUSO",352.4106857,"broad","lxy",-0.0023465476196346
"538","BER","ERI",50.5487865,"broad","lxy",-0.00162003477749889
"539","BER","ESPO",274.3198626,"broad","lxy",-0.00312919731909854
"540","BER","FIG",117.3794526,"broad","lxy",-0.000554231416277526
"541","BER","GROVE",370.2175858,"broad","lxy",-0.00190582588937778
"542","BER","ONS",363.0947991,"broad","lxy",-0.002311189165784
"543","BER","SALV",366.4813486,"broad","lxy",-0.00270447128070655
"544","BER","SES",123.6144029,"broad","lxy",-0.0033452600884244
"545","BER","SIL",331.0426971,"broad","lxy",-0.002551103640279
"546","BER","SIN",204.8338922,"broad","lxy",-0.000609203563901787
"547","BER","VP",288.5533481,"broad","lxy",-0.00195374015527659
"548","CIESN","CIESN",0,"broad","lxy",0.000165463800357237
"549","CIESN","CIESS",3.584041834,"broad","lxy",-0.002254744915801
"550","CIESN","COR",43.25984251,"broad","lxy",-0.00360363235994806
"551","CIESN","COUSO",7.168144374,"broad","lxy",-0.00192023053617158
"552","CIESN","ERI",388.099881,"broad","lxy",-0.00228866937672974
"553","CIESN","ESPO",79.01390842,"broad","lxy",-0.00293881951847274
"554","CIESN","FIG",229.338007,"broad","lxy",-0.00061288017066056
"555","CIESN","GROVE",25.08885954,"broad","lxy",-0.00304361625423768
"556","CIESN","ONS",17.92051274,"broad","lxy",-0.000487014568981521
"557","CIESN","SALV",28.80515423,"broad","lxy",-0.00156340698753133
"558","CIESN","SES",468.9023906,"broad","lxy",-0.00204166653549055
"559","CIESN","SIL",14.33604595,"broad","lxy",-0.00277591855069781
"560","CIESN","SIN",550.1218798,"broad","lxy",-0.00133023557417231
"561","CIESN","VP",64.67923659,"broad","lxy",-0.00326775791415047
"562","CIESS","CIESS",0,"broad","lxy",-0.00075059640847728
"563","CIESS","COR",46.84388434,"broad","lxy",-0.00284478559913828
"564","CIESS","COUSO",10.75218621,"broad","lxy",-0.00189650902919734
"565","CIESS","ERI",384.5357119,"broad","lxy",-0.00082315309560226
"566","CIESS","ESPO",75.42986659,"broad","lxy",-0.00151778237618765
"567","CIESS","FIG",225.7539651,"broad","lxy",-6.69886431074794e-05
"568","CIESS","GROVE",28.67290137,"broad","lxy",-0.0043840362265011
"569","CIESS","ONS",21.50455457,"broad","lxy",-0.00142620688618039
"570","CIESS","SALV",32.38919606,"broad","lxy",-0.00142584783982209
"571","CIESS","SES",465.3410548,"broad","lxy",-0.00262530001791925
"572","CIESS","SIL",10.75200412,"broad","lxy",-0.00164436348715798
"573","CIESS","SIN",546.560544,"broad","lxy",-0.000513733867100521
"574","CIESS","VP",61.09519476,"broad","lxy",-0.00268337902683089
"575","COR","COR",0,"broad","lxy",-0.000373057604204777
"576","COR","COUSO",36.09169814,"broad","lxy",-0.00137206304924716
"577","COR","ERI",416.2952876,"broad","lxy",-0.00329512310470878
"578","COR","ESPO",122.2737509,"broad","lxy",-0.00187158925651711
"579","COR","FIG",272.5978495,"broad","lxy",-0.00338521652477216
"580","COR","GROVE",18.17098297,"broad","lxy",-0.000785809167297985
"581","COR","ONS",25.33932977,"broad","lxy",-0.00162486800427479
"582","COR","SALV",14.46039884,"broad","lxy",-0.0019617092471534
"583","COR","SES",497.0636869,"broad","lxy",-0.000277325583726025
"584","COR","SIL",57.59588846,"broad","lxy",-0.00193908592289064
"585","COR","SIN",578.2831761,"broad","lxy",-0.00195658833786749
"586","COR","VP",107.9390791,"broad","lxy",-0.00119530226912485
"587","COUSO","COUSO",0,"broad","lxy",-5.65981918081555e-05
"588","COUSO","ERI",395.2282498,"broad","lxy",-0.00244276662233825
"589","COUSO","ESPO",86.1820528,"broad","lxy",-0.00207918376853448
"590","COUSO","FIG",236.5061513,"broad","lxy",-0.00161351737076271
"591","COUSO","GROVE",17.92071516,"broad","lxy",-0.00237261149058296
"592","COUSO","ONS",10.75236836,"broad","lxy",-0.0017188239596372
"593","COUSO","SALV",21.63700985,"broad","lxy",-0.00306776283452772
"594","COUSO","SES",476.0250886,"broad","lxy",-0.00214329809120515
"595","COUSO","SIL",21.50419033,"broad","lxy",-0.00231036987121047
"596","COUSO","SIN",557.2445778,"broad","lxy",-0.00176053811342598
"597","COUSO","VP",71.84738097,"broad","lxy",-0.00413425787068264
"598","ERI","ERI",0,"broad","lxy",0.00202634521061087
"599","ERI","ESPO",317.0697597,"broad","lxy",-0.000268210963135514
"600","ERI","FIG",160.012996,"broad","lxy",-0.00290456149884859
"601","ERI","GROVE",413.0493519,"broad","lxy",-0.0017615236710291
"602","ERI","ONS",405.9208801,"broad","lxy",-0.0035144335228682
"603","ERI","SALV",409.3159594,"broad","lxy",-0.00350259711194357
"604","ERI","SES",81.06229812,"broad","lxy",-0.00325107660819268
"605","ERI","SIL",373.843266,"broad","lxy",-0.00271139227323228
"606","ERI","SIN",162.2817874,"broad","lxy",-0.00218118033954179
"607","ERI","VP",331.3144646,"broad","lxy",0.000449802227958524
"608","ESPO","ESPO",0,"broad","lxy",0.000393314907259743
"609","ESPO","FIG",157.8730176,"broad","lxy",-0.00176348255869097
"610","ESPO","GROVE",104.102768,"broad","lxy",-0.00240106918498603
"611","ESPO","ONS",96.93442116,"broad","lxy",-0.0035046443303501
"612","ESPO","SALV",107.8190626,"broad","lxy",-0.000560747656787513
"613","ESPO","SES",397.9342655,"broad","lxy",-0.00310584290364732
"614","ESPO","SIL",64.67786247,"broad","lxy",-0.000513824925522982
"615","ESPO","SIN",479.1537548,"broad","lxy",-0.00297510116533274
"616","ESPO","VP",14.33467183,"broad","lxy",-0.00123327202022937
"617","FIG","FIG",0,"broad","lxy",-0.00170336513409001
"618","FIG","GROVE",254.4268665,"broad","lxy",-0.00131162262445543
"619","FIG","ONS",247.2585197,"broad","lxy",-0.0013397628120848
"620","FIG","SALV",258.1431612,"broad","lxy",-0.00167513204542559
"621","FIG","SES",240.9938555,"broad","lxy",-0.00223360472853035
"622","FIG","SIL",215.001961,"broad","lxy",-0.00314030600594647
"623","FIG","SIN",322.2133447,"broad","lxy",-0.0021164920566679
"624","FIG","VP",172.1964231,"broad","lxy",-0.0012477421623848
"625","GROVE","GROVE",0,"broad","lxy",-0.0020085380397805
"626","GROVE","ONS",7.168346802,"broad","lxy",-0.00162982482845049
"627","GROVE","SALV",6.358447487,"broad","lxy",-0.000427265077022916
"628","GROVE","SES",493.8319887,"broad","lxy",-0.00225412922671257
"629","GROVE","SIL",39.42490549,"broad","lxy",-0.00108490907990018
"630","GROVE","SIN",575.0514779,"broad","lxy",-0.00371254209761872
"631","GROVE","VP",89.76809613,"broad","lxy",-0.00100395149314588
"632","ONS","ONS",0,"broad","lxy",-0.00227812605194185
"633","ONS","SALV",10.88464149,"broad","lxy",-0.00245106871584018
"634","ONS","SES",486.709202,"broad","lxy",-0.00116718744666827
"635","ONS","SIL",32.25655869,"broad","lxy",-0.00154513386067482
"636","ONS","SIN",567.9286912,"broad","lxy",-0.0023414281240301
"637","ONS","VP",82.59974933,"broad","lxy",-0.00193737036493981
"638","SALV","SALV",0,"broad","lxy",-0.00250530114746776
"639","SALV","SES",490.0957515,"broad","lxy",-0.00166653452326846
"640","SALV","SIL",43.14120018,"broad","lxy",-0.0012565270816087
"641","SALV","SIN",571.3152408,"broad","lxy",-5.30261861218126e-05
"642","SALV","VP",93.48439082,"broad","lxy",-0.00243051226683304
"643","SES","SES",0,"broad","lxy",0.00112601971009935
"644","SES","SIL",454.6571,"broad","lxy",-0.00179137878484307
"645","SES","SIN",81.21948924,"broad","lxy",-0.00203511219870651
"646","SES","VP",412.167751,"broad","lxy",-0.00243947636073667
"647","SIL","SIL",0,"broad","lxy",-0.000122064186150352
"648","SIL","SIN",535.8765892,"broad","lxy",-0.004923031586468
"649","SIL","VP",50.34319064,"broad","lxy",-0.00356362249815586
"650","SIN","SIN",0,"broad","lxy",-0.00216170391876835
"651","SIN","VP",493.3872402,"broad","lxy",-0.00176472406689883
"652","VP","VP",0,"broad","lxy",-0.000453509942056372
"653","CIESN","CIESN",0,"local","lxy",0.000165463800357237
"654","CIESN","CIESS",3.584041834,"local","lxy",-0.002254744915801
"655","CIESN","COR",43.25984251,"local","lxy",-0.00360363235994806
"656","CIESN","COUSO",7.168144374,"local","lxy",-0.00192023053617158
"657","CIESN","GROVE",25.08885954,"local","lxy",-0.00304361625423768
"658","CIESN","ONS",17.92051274,"local","lxy",-0.000487014568981521
"659","CIESN","SALV",28.80515423,"local","lxy",-0.00156340698753133
"660","CIESN","SIL",14.33604595,"local","lxy",-0.00277591855069781
"661","CIESS","CIESS",0,"local","lxy",-0.00075059640847728
"662","CIESS","COR",46.84388434,"local","lxy",-0.00284478559913828
"663","CIESS","COUSO",10.75218621,"local","lxy",-0.00189650902919734
"664","CIESS","GROVE",28.67290137,"local","lxy",-0.0043840362265011
"665","CIESS","ONS",21.50455457,"local","lxy",-0.00142620688618039
"666","CIESS","SALV",32.38919606,"local","lxy",-0.00142584783982209
"667","CIESS","SIL",10.75200412,"local","lxy",-0.00164436348715798
"668","COR","COR",0,"local","lxy",-0.000373057604204777
"669","COR","COUSO",36.09169814,"local","lxy",-0.00137206304924716
"670","COR","GROVE",18.17098297,"local","lxy",-0.000785809167297985
"671","COR","ONS",25.33932977,"local","lxy",-0.00162486800427479
"672","COR","SALV",14.46039884,"local","lxy",-0.0019617092471534
"673","COR","SIL",57.59588846,"local","lxy",-0.00193908592289064
"674","COUSO","COUSO",0,"local","lxy",-5.65981918081555e-05
"675","COUSO","GROVE",17.92071516,"local","lxy",-0.00237261149058296
"676","COUSO","ONS",10.75236836,"local","lxy",-0.0017188239596372
"677","COUSO","SALV",21.63700985,"local","lxy",-0.00306776283452772
"678","COUSO","SIL",21.50419033,"local","lxy",-0.00231036987121047
"679","GROVE","GROVE",0,"local","lxy",-0.0020085380397805
"680","GROVE","ONS",7.168346802,"local","lxy",-0.00162982482845049
"681","GROVE","SALV",6.358447487,"local","lxy",-0.000427265077022916
"682","GROVE","SIL",39.42490549,"local","lxy",-0.00108490907990018
"683","ONS","ONS",0,"local","lxy",-0.00227812605194185
"684","ONS","SALV",10.88464149,"local","lxy",-0.00245106871584018
"685","ONS","SIL",32.25655869,"local","lxy",-0.00154513386067482
"686","SALV","SALV",0,"local","lxy",-0.00250530114746776
"687","SALV","SIL",43.14120018,"local","lxy",-0.0012565270816087
"688","SIL","SIL",0,"local","lxy",-0.000122064186150352
